name,latitude,longitude,rating,review_count,address,city,state,zip,phone,hours,num_connectors,total_kw,website
Mahindra Charging Station,13.0846915,80.2200245,5.0,1,"Metro Station Anna Nagar East, Anna Nagar east metro car parking area,(near bus stop), Anna Nagar,, Chennai, Tamil Nadu",Chennai,Tamil Nadu,,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.withyouhamesha.com
Bolt.Earth Charging Station,13.053764399999999,80.274992,,0,"No. 4, Old No 15, Shree Rajalakshmi Jewellery, Ganapathy St, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005",Chennai,Tamil Nadu,600005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Hyundai Charging Station,13.061543299999999,80.2619984,4.1,8,"Spencer Plaza Mall, Anna Salai, Chennai, Tamil Nadu 600002",Chennai,Tamil Nadu,600002,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Tata Power Charging Station,13.049966999999999,80.20952199999999,1.0,1,"forum vijaya mall, B1 Basement,183,Arcot Road,NSK Salai,Vadapalani, Green Park Private Entrance, Vadapalani, Chennai, Tamil Nadu 600026",Chennai,Tamil Nadu,600026,,,0,0,https://www.tatapower.com
Bolt.Earth Charging Station,13.103828799999999,80.2056248,,0,"No. 210, Grand Moss, Madras Thiruvallur High Rd, opp. Sri Krishna Sweets, North High Court Colony, Villivakkam, Chennai, Tamil Nadu 600049",Chennai,Tamil Nadu,600049,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Ather Grid Charging Station,13.101844999999999,80.270991,2.0,6,"Vasuki Nagar, Pulianthope, Basin Bridge Rd, MRTS, Chennai, Tamil Nadu 600003",Chennai,Tamil Nadu,600003,,Monday: 10 am–9 pm; Tuesday: 10 am–9 pm; Wednesday: 10 am–9 pm; Thursday: 10 am–9 pm; Friday: 10 am–9 pm; Saturday: 10 am–9 pm; Sunday: 10 am–9 pm,0,0,https://atherenergy.com
Bolt.Earth - Electric Vehicle Charging Station,13.1173735,80.2292507,,0,"No. 418, Sangeetha Mobiles, E.V Station, Paper Mills Road, Perambur, Chennai, Tamil Nadu 600082",Chennai,Tamil Nadu,600082,,Monday: 10:30 am–8 pm; Tuesday: 10:30 am–8 pm; Wednesday: 10:30 am–8 pm; Thursday: 10:30 am–8 pm; Friday: 10:30 am–8 pm; Saturday: 10:30 am–8 pm; Sunday: Closed,0,0,https://bolt.earth
Zeon Charging station,13.028548599999999,80.2527976,5.0,1,"THE RAINTREE, 120, St Marys Rd, Austin Nagar, Alwarpet, Chennai, Tamil Nadu 600018",Chennai,Tamil Nadu,600018,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://zeoncharging.com
Ather Grid Charging Station,13.122062,80.23758,,0,"No 72/A, Pallavan Salai, Kennedy Square, Perambur, Chennai, Tamil Nadu 600011",Chennai,Tamil Nadu,600011,,,1,1,https://www.atherenergy.com
Bolt.Earth - Electric Vehicle Charging Station,13.097940999999999,80.2371987,,0,"Sangeetha Mobiles, Aynavaram -1, Konnur High Rd, Venkatesapuram Colony, Ayanavaram, Chennai, Tamil Nadu 600023",Chennai,Tamil Nadu,600023,,,0,0,https://bolt.earth
Electro EV Point,13.0650195,80.2661507,1.0,1,"Nizara Bonanza, 820, Anna Salai, Triplicane, Chennai, Tamil Nadu 600002",Chennai,Tamil Nadu,600002,,,0,0,
Mahindra Charging Station,13.0791349,80.26148599999999,5.0,1,"37H6+MH5, Chennai Egmore metro car parking, Chennai, Tamil Nadu 600008",Chennai,Tamil Nadu,600008,,,0,0,https://www.withyouhamesha.com
Bolt.Earth Charging Station,13.055220499999999,80.25467669999999,,0,"No. 358, Eco Motors, Anna Salai, opp. Mosque, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",Chennai,Tamil Nadu,600006,,Monday: 11 am–9 pm; Tuesday: 11 am–9 pm; Wednesday: 11 am–9 pm; Thursday: 11 am–9 pm; Friday: 11 am–9 pm; Saturday: 11 am–9 pm; Sunday: 11 am–9 pm,0,0,https://bolt.earth
Zeon Charging Station,13.0669699,80.2082762,,0,"Iamilnadu Housing Board-South Asian Federation Games Village Block-A1, Jawaharlal Nehru Salai, SAF Games Village, Jai Nagar, Arumbakkam, Chennai, Tamil Nadu 600106",Chennai,Tamil Nadu,600106,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://zeoncharging.com
Tata Power Charging Station,13.076545999999999,80.2020885,1.0,1,"Old No 90, New Number 1090, E.V.R. Periyar High Road, Poonamallee High Rd, Arumbakkam, Chennai, Tamil Nadu 600107",Chennai,Tamil Nadu,600107,,,0,0,https://www.tatapower.com
CharzUP Charging Station,13.0613,80.2611,4.0,1,"Suite#458, Spencer Plaza Mall, 715A, 7th Floor, Anna Salai, Chennai, Tamil Nadu 600002",Chennai,Tamil Nadu,600002,,,0,0,https://charzup.co
Bolt.Earth Charging Station,13.115426399999999,80.2417608,,0,"Harini Net Cafe, E. V Point, Thanikachalam First Street, Siruvallur, Perambur, Chennai, Tamil Nadu 600011",Chennai,Tamil Nadu,600011,,Monday: 11 am–9 pm; Tuesday: 11 am–9 pm; Wednesday: 11 am–9 pm; Thursday: 11 am–9 pm; Friday: 11 am–9 pm; Saturday: 11 am–9 pm; Sunday: 11 am–9 pm,0,0,https://bolt.earth
Glanztec Enerzee Solutions (OPC) Private Limited,13.1144356,80.2189076,,0,"10/168, 4th St, Kambar Nagar, Perambur, Chennai, Tamil Nadu 600082",Chennai,Tamil Nadu,600082,,Monday: 10 am–6 pm; Tuesday: 10 am–6 pm; Wednesday: 10 am–6:30 pm; Thursday: 10 am–6 pm; Friday: 10 am–6 pm; Saturday: 10 am–6 pm; Sunday: Closed,0,0,http://www.glantecenerzeesolution.com
Ather Grid Charging Station,13.0736826,80.2210857,2.0,2,"No:1, Nelson Manickam Road, 627, Poonamallee High Rd, Aminjikarai, Chennai, Tamil Nadu 600030",Chennai,Tamil Nadu,600030,,,0,0,https://www.atherenergy.com
Bolt.Earth Charging Station,13.0664409,80.2740378,,0,"33/1,wallahjah road,chepak,Mount road,chennai-600002, Chennai, Tamil Nadu 600005",Chennai,Tamil Nadu,600005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Bolt.Earth Charging Station,13.0287733,80.23613499999999,,0,"692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600015",Chennai,Tamil Nadu,600015,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Ather Grid Charging Station,13.0610228,80.24854359999999,,0,"366X+CC3, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",Chennai,Tamil Nadu,600006,,,0,0,https://www.atherenergy.com
Bolt.Earth Charging Station,13.0493657,80.22165009999999,,0,"149 Vignarajapuram, Main Rd, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",Chennai,Tamil Nadu,600024,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Ather Grid Charging Station,13.052653999999999,80.23595999999999,5.0,1,"11/4, Periyar Rd, Darmapuram, T. Nagar, Chennai, Tamil Nadu 600017",Chennai,Tamil Nadu,600017,,,0,0,
Electric Vehicle Charging Station,13.0666081,80.2739,1.0,1,"378F+JHR, Wallahjah Rd, Police Quarters, Triplicane, Chennai, Tamil Nadu 600005",Chennai,Tamil Nadu,600005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Bolt.Earth Charging Station,13.0552505,80.2541577,,0,"Nexgen Electric Bikes, E.V station, Aziz Mulk 9th St, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",Chennai,Tamil Nadu,600006,,Monday: 11 am–9 pm; Tuesday: 11 am–9 pm; Wednesday: 11 am–9 pm; Thursday: 11 am–9 pm; Friday: 11 am–9 pm; Saturday: 11 am–9 pm; Sunday: 11 am–9 pm,0,0,https://bolt.earth
Bolt.Earth Charging Station,13.079582199999999,80.2487975,,0,"Green Ave, Kilpauk, Chennai, Tamil Nadu 600008",Chennai,Tamil Nadu,600008,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Plugin Plus Private Limited,13.035791,80.2426014,3.0,1,"B1, Gulmohar, S Boag Rd, T. Nagar, Chennai, Tamil Nadu 600017",Chennai,Tamil Nadu,600017,,,0,0,
Bolt.Earth Charging Station,13.091482899999999,80.25812169999999,,0,"45, Raghava St, Perumalpet, Purasaiwakkam, Chennai, Tamil Nadu 600007",Chennai,Tamil Nadu,600007,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
Ather Grid Charging Station,13.108853199999999,80.25811829999999,,0,"4754+HQ7, Main St, Vyasarpadi Jeeva Railway Station Road, Binny Garden, Perambur, Chennai, Tamil Nadu 600012",Chennai,Tamil Nadu,600012,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Refex Green Mobility Limited,13.0383661,80.2346907,5.0,2,"New #10/2, Bascon Futura Sv It Park, Old #56L, Venkatanarayana Rd, T. Nagar, Chennai, Tamil Nadu 600017",Chennai,Tamil Nadu,600017,,,0,0,http://eveelz.in
Ather Grid Charging Station,13.026288399999999,80.2755279,,0,"Ground Floor, No 55 A, 106, Santhome High Rd, opposite Nilgiris, Mullima Nagar, Santhome, Raja Annamalaipuram, Chennai, Tamil Nadu 600028",Chennai,Tamil Nadu,600028,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Ather Charging Station,13.0592724,80.2446549,,0,"365V+PV2, Noor Veerasamy Ln, Ponnangipuram, Nungambakkam, Chennai, Tamil Nadu 600034",Chennai,Tamil Nadu,600034,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Agami Network,13.0385808,80.2470786,,0,"floor I, Guna Complex, 10th, 443, Anna Salai, Teynampet, Chennai, Tamil Nadu 600018",Chennai,Tamil Nadu,600018,,,0,0,
Ather Charging Station,13.088244099999999,80.22359589999999,5.0,1,"G-40, 1st Main Rd, R.V. Nagar, Block I, Annanagar East, Chennai, Tamil Nadu 600102",Chennai,Tamil Nadu,600102,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Bolt.Earth,13.036583499999999,80.25621009999999,,0,"27P4+JFP, CP Ramaswamy Iyer Rd, Sriram Colony, Alwarpet, Chennai, Tamil Nadu 600018",Chennai,Tamil Nadu,600018,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://bolt.earth
FirstMan Techno Enterprises Limited,13.054113399999999,80.2241415,1.0,1,"1st Floor, Prasad Manor, 18, 1st Cross St, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",Chennai,Tamil Nadu,600024,,,0,0,http://firstmanefuel.com
Tata Power Charging Station,13.0901958,80.2174836,,0,"t-2, 4th Main Rd, Anna Nagar West, 4th Main Rd, Anna Nagar, Chennai, Tamil Nadu 600040",Chennai,Tamil Nadu,600040,,,0,0,https://www.tatapower.com
Jio-bp pulse,13.0461736,80.24260699999999,1.5,2,"37, Gopathy Narayana Rd, near J Hotel Private Limited, Lakshimi Colony, T. Nagar, Chennai, Tamil Nadu 600017",Chennai,Tamil Nadu,600017,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://mobilitystation.jiobp.com/jio-bp-pulse-electric-vehicle-charging-station-t-nagar-chennai-338043/Home
Relux Charging Station,13.0771739,80.2114948,,0,"MM Legacy, A Bergamont Hotel 551/1, Bengaluru - Chennai Hwy, opposite Meenakshi Medical College Hospital And Research Institute, Anna Nagar, Meenakshi Nagar, Chennai, Tamil Nadu 631561","Meenakshi Nagar, Chennai",Tamil Nadu,631561,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://reluxelectric.com
Statiq Charging Station,22.545534,88.398088,4.6,5,"G9WX+668, Left hand side of lower lobby, main porch area, Kolkata, West Bengal 700046",Kolkata,West Bengal,700046,,,2,112,https://www.statiq.in
Electric Vehicle Charging Station,22.5714185,88.3339781,4.8,5,"135, Upper Foreshore Rd, RdRam Krishnapore, Choura Bustee, Shibpur, Kolkata, Howrah, West Bengal 711102","Kolkata, Howrah",West Bengal,711102,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,45,https://www.tatapower.com
Tata Power Charging Station,22.5743288,88.4022942,3.2,6,"HCF2+PWM, Kadapara, Phool Bagan, Kankurgachi, Kolkata, West Bengal 700054",Kolkata,West Bengal,700054,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,50,https://www.tatapower.com/ezcharge
Electric Vehicle Charging Station,22.656710999999998,88.40538099999999,3.7,24,"MC44+J4P, Alipore Rd E Ext, Rabindra Nagar, Alipore, Nimta, North Dumdum, West Bengal 700049",North Dumdum,West Bengal,700049,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,80,
EVRE Charging Station,22.505129999999998,88.34065,3.7,3,"Rajendra Kumar Modi, C/O, Chetal Road, New Alipore, Kolkata, West Bengal 700053",Kolkata,West Bengal,700053,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,3,40,https://evre.in
EVRE Charging Station,22.53587,88.30670099999999,5.0,3,"G8P4+8MW, GD Sick Lane, Khidirpur, Tikiapara, Garden Reach, Kolkata, West Bengal 700043",Kolkata,West Bengal,700043,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,3,36,https://evre.in
Tata Power Charging Station,22.513925999999998,88.39466499999999,,0,"1865, Rajdanga Main Rd, Sector E, Kasba, Kolkata, West Bengal 700107",Kolkata,West Bengal,700107,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,60,https://www.tatapower.com/ezcharge
Tata Power Charging Station,22.512833,88.401034,,0,"Vivanta Kolkata, 1930, Rajdanga Main Road, opposite RUBY GENERAL HOSPITAL, Sector G, East Kolkata Twp, Kolkata, West Bengal 700107",Kolkata,West Bengal,700107,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Glida Charging Station,22.583062899999998,88.4485742,,0,"No. 30, 8, Major Arterial Road (South East Extension), AF Block(Newtown), Action Area I, Newtown, New Town, Kolkata, West Bengal 700163","New Town, Kolkata",West Bengal,700163,,,1,60,https://onelink.to/5695dc
BPCL Charging Station,22.516464,88.352801,,0,"G983+H4M, KONCHOWKI, Baidyabati, Kolkata, West Bengal 743503","Baidyabati, Kolkata",West Bengal,743503,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://onelink.to/5695dc
Tata Power Charging Station,22.546073,88.373391,,0,"7A, Rameshwar Shaw Rd, behind Chittaranjan hospital parking area, Park Circus, Tangra, Kolkata, West Bengal 700014",Kolkata,West Bengal,700014,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,22.501227999999998,88.410326,,0,"5/51, opp. Kisan Market, Ahalyanagar, Jagatipota, Kolkata, West Bengal 700099",Kolkata,West Bengal,700099,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,45,https://www.tatapower.com
VerdeMobility Charging Station,22.57894,88.44033999999999,,0,"NDITA Parking Arena 1 st floor , AQ Block, Se Kolkata Unknown",,West Bengal,,,,1,25,https://www.verdemobility.com
Tata Power Charging Station,22.538414,88.33399899999999,,0,"34B, Taj Bengal, Belvedere Rd, Alipore, Kolkata, West Bengal 700027",Kolkata,West Bengal,700027,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,22.52619,88.32585999999999,,0,"TOWER 2, Judges Court Rd, Divine Bliss, Alipore, Kolkata, West Bengal 700028",Kolkata,West Bengal,700028,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,22.630619,88.421612,,0,"11/1A, Rishi Bankim Chandra Rd, Mahendra Colony, Cantonment, Rajbari, Dum Dum, Kolkata, North Dumdum, West Bengal 700028","Kolkata, North Dumdum",West Bengal,700028,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,60,https://www.tatapower.com
Tata Power Charging Station,22.52299,88.29081,,0,"G7FR+58V, Makalhati Mauza, Kolkata, West Bengal 700088",Kolkata,West Bengal,700088,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com/ezcharge
Tata Power Charging Station,22.5880983,88.40720329999999,,0,"HCQ4+6VP, DC Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064",Kolkata,West Bengal,700064,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,
Tata Power Charging Station,22.519911,88.33357199999999,,0,"G89M+XC8, Alipore Rd, Alipore, Kolkata, West Bengal 700027",Kolkata,West Bengal,700027,,Monday: 6 am–12 am; Tuesday: 6 am–12 am; Wednesday: 6 am–12 am; Thursday: 6 am–12 am; Friday: 6 am–12 am; Saturday: 6 am–12 am; Sunday: 6 am–12 am,2,60,https://www.tatapower.com
Ather Grid Charging Station,22.512625999999997,88.4000902,3.6,14,"Singhji's Restaurant, 1644, Rajdanga Main Road, near RUBY GENERAL HOSPITAL, Sarat Park, Block-GF2, Rajdanga, Kasba, Kolkata, West Bengal 700107",Kolkata,West Bengal,700107,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://atherenergy.com
Ather Grid Charging Station,22.5954114,88.3671632,4.4,14,"2/1A, Raja Kali Krishna Ln, Raja Nabakrishna Street Cafe coffee day, Hati bagan, Kolkata Sovabazar, Hati Bagan, Shyam Bazar, Kolkata, West Bengal 700005",Kolkata,West Bengal,700005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://atherenergy.com
Tata Power Charging Station,22.554511899999998,88.3518388,5.0,3,"177/S, Park St, near The Park Hotel, Taltala, Kolkata, West Bengal 700016",Kolkata,West Bengal,700016,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,0,https://www.tatapower.com
Log9 Charging Station,22.5576388,88.39361,,0,"H95V+3C5, Tangra, Kolkata, West Bengal 700015",Kolkata,West Bengal,700015,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://www.log9materials.com
EVRE Charging Station,22.6038844,88.4526468,1.0,1,"JF33+C22, Sulanggari, Hatiara, Kolkata, West Bengal 700157",Kolkata,West Bengal,700157,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,3,https://evre.in
Ather Grid Charging Station,22.545355,88.36063999999999,3.1,7,"Ground Floor, Ideal Centre, 9, Acharya Jagdish Chandra Bose Rd, Mullick Bazar, Park Street area, Kolkata, West Bengal 700017",Kolkata,West Bengal,700017,,,1,1,https://www.atherenergy.com
Tata Power Charging Station,22.517803,88.39985999999999,,0,"383 santipally, Sector C, Naskarhat, Kasba, Kolkata, West Bengal 700107",Kolkata,West Bengal,700107,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://www.tatapower.com/ezcharge
Electric Vehicle Charging Station,22.5662833,88.3523752,1.8,5,"1, Chittaranjan Ave, Esplanade, Chowringhee North, Bow Barracks, Kolkata, West Bengal 700072",Kolkata,West Bengal,700072,,,0,0,https://www.plugshare.com/location/288107
Ather Charging Station,22.615033699999998,88.4303322,4.3,6,"BL-J, Jora Mandir, 158/1/1, VIP Rd, Raghunathpur, Baguiati, Kolkata, West Bengal 700059",Kolkata,West Bengal,700059,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
Ather Grid Charging Station,22.53716,88.401505,4.5,4,"7MJCGCP2+RHX7, Auropota, Ward Number 58, Kolkata, West Bengal 700105",Kolkata,West Bengal,700105,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
Electric Vehicle Charging Station,22.5628384,88.3231191,,0,"568/1, Choura Bustee, Behala, Kolkata, Howrah, West Bengal 700060","Kolkata, Howrah",West Bengal,700060,,,1,0,
Terra Charge Bluwheelz,22.5577737,88.39621629999999,,0,"4A, Pagla Danga Rd, 1ST LANE, Tangra, Kolkata, West Bengal 700015",Kolkata,West Bengal,700015,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Closed,1,3,https://terra-charge.co.in
Ather Grid Charging Station,22.563639,88.29023,3.5,4,"9/1, Andul Rd, Shibpur, Howrah, Kolkata, West Bengal 711107","Howrah, Kolkata",West Bengal,711107,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
Electric Vehicle Charging Station,22.520145799999998,88.3336077,5.0,3,"SHILPOSHRI FILLING STATION, at 19/2A, Alipore Rd, Alipore, Kolkata, West Bengal 700027",Kolkata,West Bengal,700027,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Tata Power Charging Station,22.547479,88.3496054,4.3,3,"43, Jawaharlal Nehru Rd, Kankaria Estates, Park Street area, Kolkata, West Bengal 700071",Kolkata,West Bengal,700071,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.tatapower.com
CESC Charging Station,22.541045999999998,88.36029309999999,2.3,3,"2, Park Row Rd, Beck Bagan, Ballygunge, Kolkata, West Bengal 700017",Kolkata,West Bengal,700017,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://www.cesc.co.in
Ather Grid Charging Station,22.562164499999998,88.3169695,3.2,5,"396, GRAND TANK ROAD, SOUTH, Kazipara Ln, Block-B, Howrah, Kolkata, West Bengal 711103","Howrah, Kolkata",West Bengal,711103,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,1,https://www.atherenergy.com
